scenario,source,candidate,time_hours,error,interval_seconds,integral,derivative,integral_step_seconds,cycle_changed,observed_interval_seconds,observed_integral
reversal,synthetic-reversal,kd-3600,3.583333,-5,32199.927925,979500,-0.000011,300,false,,
reversal,synthetic-reversal,kd-3600,3.666667,-5,32149.937444,978000,-0.000009,300,false,,
reversal,synthetic-reversal,kd-3600,3.75,-5,32099.945797,976500,-0.000008,300,false,,
reversal,synthetic-reversal,kd-3600,3.833333,-5,32049.953103,975000,-0.000007,300,false,,
reversal,synthetic-reversal,kd-3600,3.916667,-5,31999.959475,973500,-0.000006,300,false,,
reversal,synthetic-reversal,kd-3600,4,-5,31949.965018,972000,-0.000005,300,false,,
reversal,synthetic-reversal,kd-3600,4.083333,-5,31899.969831,970500,-0.000004,300,false,,
reversal,synthetic-reversal,kd-3600,4.166667,-5,31849.974003,969000,-0.000004,300,false,,
reversal,synthetic-reversal,kd-3600,4.25,-5,31799.977613,967500,-0.000003,300,false,,
reversal,synthetic-reversal,kd-3600,4.333333,-5,31749.980733,966000,-0.000003,300,false,,
reversal,synthetic-reversal,kd-3600,4.416667,-5,31699.983427,964500,-0.000002,300,false,,
reversal,synthetic-reversal,kd-3600,4.5,-5,31649.985751,963000,-0.000002,300,false,,
reversal,synthetic-reversal,kd-3600,4.583333,-5,31599.987754,961500,-0.000002,300,false,,
reversal,synthetic-reversal,kd-3600,4.666667,-5,31549.989479,960000,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,4.75,-5,31499.990963,958500,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,4.833333,-5,31449.99224,957000,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,4.916667,-5,31399.993338,955500,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,5,-5,31349.994282,954000,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,5.083333,-5,31299.995093,952500,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,5.166667,-5,31249.99579,951000,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,5.25,-5,31199.996388,949500,-0.000001,300,false,,
reversal,synthetic-reversal,kd-3600,5.333333,-5,31149.996902,948000,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.416667,-5,31099.997342,946500,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.5,-5,31049.997721,945000,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.583333,-5,30999.998045,943500,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.666667,-5,30949.998324,942000,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.75,-5,30899.998563,940500,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.833333,-5,30849.998767,939000,0,300,false,,
reversal,synthetic-reversal,kd-3600,5.916667,-5,30799.998943,937500,0,300,false,,
reversal,synthetic-reversal,kd-3600,6,-5,30749.999094,936000,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.083333,-5,30699.999223,934500,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.166667,-5,30649.999334,933000,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.25,-5,30599.999429,931500,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.333333,-5,30549.999511,930000,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.416667,-5,30499.99958,928500,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.5,-5,30449.99964,927000,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.583333,-5,30399.999692,925500,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.666667,-5,30349.999736,924000,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.75,-5,30299.999773,922500,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.833333,-5,30249.999806,921000,0,300,false,,
reversal,synthetic-reversal,kd-3600,6.916667,-5,30199.999834,919500,0,300,false,,
reversal,synthetic-reversal,kd-3600,7,-5,30149.999857,918000,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.083333,-5,30099.999878,916500,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.166667,-5,30049.999895,915000,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.25,-5,29999.99991,913500,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.333333,-5,29949.999923,912000,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.416667,-5,29899.999934,910500,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.5,-5,29849.999943,909000,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.583333,-5,29799.999951,907500,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.666667,-5,29749.999958,906000,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.75,-5,29699.999964,904500,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.833333,-5,29649.999969,903000,0,300,false,,
reversal,synthetic-reversal,kd-3600,7.916667,-5,29599.999974,901500,0,300,false,,
reversal,synthetic-reversal,kd-3600,8,-5,29549.999978,900000,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.083333,-5,29499.999981,898500,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.166667,-5,29449.999984,897000,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.25,-5,29399.999986,895500,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.333333,-5,29349.999988,894000,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.416667,-5,29299.99999,892500,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.5,-5,29249.999991,891000,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.583333,-5,29199.999992,889500,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.666667,-5,29149.999993,888000,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.75,-5,29099.999994,886500,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.833333,-5,29049.999995,885000,0,300,false,,
reversal,synthetic-reversal,kd-3600,8.916667,-5,28999.999996,883500,0,300,false,,
reversal,synthetic-reversal,kd-3600,9,-5,28949.999996,882000,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.083333,-5,28899.999997,880500,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.166667,-5,28849.999997,879000,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.25,-5,28799.999998,877500,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.333333,-5,28749.999998,876000,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.416667,-5,28699.999998,874500,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.5,-5,28649.999999,873000,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.583333,-5,28599.999999,871500,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.666667,-5,28549.999999,870000,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.75,-5,28499.999999,868500,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.833333,-5,28449.999999,867000,0,300,false,,
reversal,synthetic-reversal,kd-3600,9.916667,-5,28399.999999,865500,0,300,false,,
reversal,synthetic-reversal,kd-3600,10,-5,28349.999999,864000,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.083333,-5,28300,862500,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.166667,-5,28250,861000,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.25,-5,28200,859500,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.333333,-5,28150,858000,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.416667,-5,28100,856500,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.5,-5,28050,855000,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.583333,-5,28000,853500,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.666667,-5,27950,852000,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.75,-5,27900,850500,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.833333,-5,27850,849000,0,300,false,,
reversal,synthetic-reversal,kd-3600,10.916667,-5,27800,847500,0,300,false,,
reversal,synthetic-reversal,kd-3600,11,-5,27750,846000,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.083333,-5,27700,844500,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.166667,-5,27650,843000,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.25,-5,27600,841500,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.333333,-5,27550,840000,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.416667,-5,27500,838500,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.5,-5,27450,837000,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.583333,-5,27400,835500,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.666667,-5,27350,834000,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.75,-5,27300,832500,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.833333,-5,27250,831000,0,300,false,,
reversal,synthetic-reversal,kd-3600,11.916667,-5,27200,829500,0,300,false,,
reversal,synthetic-reversal,kd-3600,12,-5,27150,828000,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.083333,-5,27100,826500,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.166667,-5,27050,825000,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.25,-5,27000,823500,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.333333,-5,26950,822000,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.416667,-5,26900,820500,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.5,-5,26850,819000,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.583333,-5,26800,817500,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.666667,-5,26750,816000,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.75,-5,26700,814500,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.833333,-5,26650,813000,0,300,false,,
reversal,synthetic-reversal,kd-3600,12.916667,-5,26600,811500,0,300,false,,
reversal,synthetic-reversal,kd-3600,13,-5,26550,810000,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.083333,-5,26500,808500,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.166667,-5,26450,807000,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.25,-5,26400,805500,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.333333,-5,26350,804000,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.416667,-5,26300,802500,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.5,-5,26250,801000,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.583333,-5,26200,799500,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.666667,-5,26150,798000,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.75,-5,26100,796500,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.833333,-5,26050,795000,0,300,false,,
reversal,synthetic-reversal,kd-3600,13.916667,-5,26000,793500,0,300,false,,
reversal,synthetic-reversal,kd-3600,14,-5,25950,792000,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.083333,-5,25900,790500,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.166667,-5,25850,789000,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.25,-5,25800,787500,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.333333,-5,25750,786000,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.416667,-5,25700,784500,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.5,-5,25650,783000,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.583333,-5,25600,781500,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.666667,-5,25550,780000,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.75,-5,25500,778500,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.833333,-5,25450,777000,0,300,false,,
reversal,synthetic-reversal,kd-3600,14.916667,-5,25400,775500,0,300,false,,
reversal,synthetic-reversal,kd-3600,15,-5,25350,774000,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.083333,-5,25300,772500,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.166667,-5,25250,771000,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.25,-5,25200,769500,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.333333,-5,25150,768000,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.416667,-5,25100,766500,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.5,-5,25050,765000,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.583333,-5,25000,763500,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.666667,-5,24950,762000,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.75,-5,24900,760500,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.833333,-5,24850,759000,0,300,false,,
reversal,synthetic-reversal,kd-3600,15.916667,-5,24800,757500,0,300,false,,
reversal,synthetic-reversal,kd-3600,16,-5,24750,756000,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.083333,-5,24700,754500,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.166667,-5,24650,753000,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.25,-5,24600,751500,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.333333,-5,24550,750000,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.416667,-5,24500,748500,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.5,-5,24450,747000,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.583333,-5,24400,745500,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.666667,-5,24350,744000,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.75,-5,24300,742500,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.833333,-5,24250,741000,0,300,false,,
reversal,synthetic-reversal,kd-3600,16.916667,-5,24200,739500,0,300,false,,
reversal,synthetic-reversal,kd-3600,17,-5,24150,738000,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.083333,-5,24100,736500,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.166667,-5,24050,735000,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.25,-5,24000,733500,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.333333,-5,23950,732000,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.416667,-5,23900,730500,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.5,-5,23850,729000,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.583333,-5,23800,727500,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.666667,-5,23750,726000,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.75,-5,23700,724500,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.833333,-5,23650,723000,0,300,false,,
reversal,synthetic-reversal,kd-3600,17.916667,-5,23600,721500,0,300,false,,
reversal,synthetic-reversal,kd-3600,18,-5,23550,720000,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.083333,-5,23500,718500,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.166667,-5,23450,717000,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.25,-5,23400,715500,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.333333,-5,23350,714000,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.416667,-5,23300,712500,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.5,-5,23250,711000,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.583333,-5,23200,709500,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.666667,-5,23150,708000,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.75,-5,23100,706500,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.833333,-5,23050,705000,0,300,false,,
reversal,synthetic-reversal,kd-3600,18.916667,-5,23000,703500,0,300,false,,
reversal,synthetic-reversal,kd-3600,19,-5,22950,702000,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.083333,-5,22900,700500,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.166667,-5,22850,699000,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.25,-5,22800,697500,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.333333,-5,22750,696000,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.416667,-5,22700,694500,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.5,-5,22650,693000,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.583333,-5,22600,691500,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.666667,-5,22550,690000,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.75,-5,22500,688500,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.833333,-5,22450,687000,0,300,false,,
reversal,synthetic-reversal,kd-3600,19.916667,-5,22400,685500,0,300,false,,
reversal,synthetic-reversal,kd-3600,20,-5,22350,684000,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.083333,-5,22300,682500,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.166667,-5,22250,681000,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.25,-5,22200,679500,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.333333,-5,22150,678000,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.416667,-5,22100,676500,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.5,-5,22050,675000,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.583333,-5,22000,673500,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.666667,-5,21950,672000,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.75,-5,21900,670500,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.833333,-5,21850,669000,0,300,false,,
reversal,synthetic-reversal,kd-3600,20.916667,-5,21800,667500,0,300,false,,
reversal,synthetic-reversal,kd-3600,21,-5,21750,666000,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.083333,-5,21700,664500,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.166667,-5,21650,663000,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.25,-5,21600,661500,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.333333,-5,21550,660000,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.416667,-5,21500,658500,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.5,-5,21450,657000,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.583333,-5,21400,655500,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.666667,-5,21350,654000,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.75,-5,21300,652500,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.833333,-5,21250,651000,0,300,false,,
reversal,synthetic-reversal,kd-3600,21.916667,-5,21200,649500,0,300,false,,
reversal,synthetic-reversal,kd-3600,22,-5,21150,648000,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.083333,-5,21100,646500,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.166667,-5,21050,645000,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.25,-5,21000,643500,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.333333,-5,20950,642000,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.416667,-5,20900,640500,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.5,-5,20850,639000,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.583333,-5,20800,637500,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.666667,-5,20750,636000,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.75,-5,20700,634500,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.833333,-5,20650,633000,0,300,false,,
reversal,synthetic-reversal,kd-3600,22.916667,-5,20600,631500,0,300,false,,
reversal,synthetic-reversal,kd-3600,23,-5,20550,630000,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.083333,-5,20500,628500,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.166667,-5,20450,627000,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.25,-5,20400,625500,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.333333,-5,20350,624000,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.416667,-5,20300,622500,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.5,-5,20250,621000,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.583333,-5,20200,619500,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.666667,-5,20150,618000,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.75,-5,20100,616500,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.833333,-5,20050,615000,0,300,false,,
reversal,synthetic-reversal,kd-3600,23.916667,-5,20000,613500,0,300,false,,
reversal,synthetic-reversal,kd-3600,24,-5,19950,612000,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.083333,-5,19900,610500,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.166667,-5,19850,609000,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.25,-5,19800,607500,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.333333,-5,19750,606000,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.416667,-5,19700,604500,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.5,-5,19650,603000,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.583333,-5,19600,601500,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.666667,-5,19550,600000,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.75,-5,19500,598500,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.833333,-5,19450,597000,0,300,false,,
reversal,synthetic-reversal,kd-3600,24.916667,-5,19400,595500,0,300,false,,
reversal,synthetic-reversal,kd-3600,25,-5,19350,594000,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.083333,-5,19300,592500,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.166667,-5,19250,591000,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.25,-5,19200,589500,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.333333,-5,19150,588000,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.416667,-5,19100,586500,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.5,-5,19050,585000,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.583333,-5,19000,583500,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.666667,-5,18950,582000,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.75,-5,18900,580500,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.833333,-5,18850,579000,0,300,false,,
reversal,synthetic-reversal,kd-3600,25.916667,-5,18800,577500,0,300,false,,
reversal,synthetic-reversal,kd-3600,26,-5,18750,576000,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.083333,-5,18700,574500,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.166667,-5,18650,573000,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.25,-5,18600,571500,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.333333,-5,18550,570000,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.416667,-5,18500,568500,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.5,-5,18450,567000,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.583333,-5,18400,565500,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.666667,-5,18350,564000,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.75,-5,18300,562500,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.833333,-5,18250,561000,0,300,false,,
reversal,synthetic-reversal,kd-3600,26.916667,-5,18200,559500,0,300,false,,
reversal,synthetic-reversal,kd-3600,27,-5,18150,558000,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.083333,-5,18100,556500,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.166667,-5,18050,555000,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.25,-5,18000,553500,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.333333,-5,17950,552000,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.416667,-5,17900,550500,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.5,-5,17850,549000,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.583333,-5,17800,547500,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.666667,-5,17750,546000,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.75,-5,17700,544500,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.833333,-5,17650,543000,0,300,false,,
reversal,synthetic-reversal,kd-3600,27.916667,-5,17600,541500,0,300,false,,
reversal,synthetic-reversal,kd-3600,28,-5,17550,540000,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.083333,-5,17500,538500,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.166667,-5,17450,537000,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.25,-5,17400,535500,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.333333,-5,17350,534000,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.416667,-5,17300,532500,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.5,-5,17250,531000,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.583333,-5,17200,529500,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.666667,-5,17150,528000,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.75,-5,17100,526500,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.833333,-5,17050,525000,0,300,false,,
reversal,synthetic-reversal,kd-3600,28.916667,-5,17000,523500,0,300,false,,
reversal,synthetic-reversal,kd-3600,29,-5,16950,522000,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.083333,-5,16900,520500,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.166667,-5,16850,519000,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.25,-5,16800,517500,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.333333,-5,16750,516000,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.416667,-5,16700,514500,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.5,-5,16650,513000,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.583333,-5,16600,511500,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.666667,-5,16550,510000,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.75,-5,16500,508500,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.833333,-5,16450,507000,0,300,false,,
reversal,synthetic-reversal,kd-3600,29.916667,-5,16400,505500,0,300,false,,
reversal,synthetic-reversal,kd-3600,30,-5,16350,504000,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.083333,-5,16300,502500,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.166667,-5,16250,501000,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.25,-5,16200,499500,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.333333,-5,16150,498000,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.416667,-5,16100,496500,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.5,-5,16050,495000,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.583333,-5,16000,493500,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.666667,-5,15950,492000,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.75,-5,15900,490500,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.833333,-5,15850,489000,0,300,false,,
reversal,synthetic-reversal,kd-3600,30.916667,-5,15800,487500,0,300,false,,
reversal,synthetic-reversal,kd-3600,31,-5,15750,486000,0,300,false,,
reversal,synthetic-reversal,kd-3600,31.083333,-5,15700,484500,0,300,false,,
reversal,synthetic-reversal,kd-3600,31.166667,-5,15650,483000,0,300,false,,
reversal,synthetic-reversal,kd-3600,31.25,-5,15600,481500,0,300,false,,
reversal,synthetic-reversal,kd-3600,31.333333,-5,15550,480000,0,300,false,,
reversal,synthetic-reversal,kd-3600,31.416667,-5,15500,478500,0,300,false,,
reversal,synthetic-reversal,kd-3600,31.5,-5,15450,477000,0,300,false,,
