scenario,source,candidate,time_hours,error,interval_seconds,integral,derivative,integral_step_seconds,cycle_changed,observed_interval_seconds,observed_integral
recovery,synthetic-recovery,kp-80,10,-5,30890.949133,1403592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.083333,-5,30857.6158,1402092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.166667,-5,30824.282467,1400592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.25,-5,30790.949133,1399092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.333333,-5,30757.6158,1397592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.416667,-5,30724.282467,1396092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.5,-5,30690.949133,1394592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.583333,-5,30657.6158,1393092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.666667,-5,30624.282467,1391592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.75,-5,30590.949133,1390092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.833333,-5,30557.6158,1388592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,10.916667,-5,30524.282467,1387092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11,-5,30490.949133,1385592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.083333,-5,30457.6158,1384092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.166667,-5,30424.282467,1382592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.25,-5,30390.949133,1381092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.333333,-5,30357.6158,1379592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.416667,-5,30324.282467,1378092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.5,-5,30290.949133,1376592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.583333,-5,30257.6158,1375092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.666667,-5,30224.282467,1373592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.75,-5,30190.949133,1372092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.833333,-5,30157.6158,1370592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,11.916667,-5,30124.282467,1369092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12,-5,30090.949133,1367592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.083333,-5,30057.6158,1366092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.166667,-5,30024.282467,1364592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.25,-5,29990.949133,1363092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.333333,-5,29957.6158,1361592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.416667,-5,29924.282467,1360092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.5,-5,29890.949133,1358592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.583333,-5,29857.6158,1357092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.666667,-5,29824.282467,1355592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.75,-5,29790.949133,1354092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.833333,-5,29757.6158,1352592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,12.916667,-5,29724.282467,1351092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13,-5,29690.949133,1349592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.083333,-5,29657.6158,1348092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.166667,-5,29624.282467,1346592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.25,-5,29590.949133,1345092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.333333,-5,29557.6158,1343592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.416667,-5,29524.282467,1342092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.5,-5,29490.949133,1340592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.583333,-5,29457.6158,1339092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.666667,-5,29424.282467,1337592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.75,-5,29390.949133,1336092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.833333,-5,29357.6158,1334592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,13.916667,-5,29324.282467,1333092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14,-5,29290.949133,1331592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.083333,-5,29257.6158,1330092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.166667,-5,29224.282467,1328592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.25,-5,29190.949133,1327092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.333333,-5,29157.6158,1325592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.416667,-5,29124.282467,1324092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.5,-5,29090.949133,1322592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.583333,-5,29057.6158,1321092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.666667,-5,29024.282467,1319592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.75,-5,28990.949133,1318092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.833333,-5,28957.6158,1316592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,14.916667,-5,28924.282467,1315092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15,-5,28890.949133,1313592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.083333,-5,28857.6158,1312092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.166667,-5,28824.282467,1310592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.25,-5,28790.949133,1309092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.333333,-5,28757.6158,1307592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.416667,-5,28724.282467,1306092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.5,-5,28690.949133,1304592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.583333,-5,28657.6158,1303092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.666667,-5,28624.282467,1301592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.75,-5,28590.949133,1300092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.833333,-5,28557.6158,1298592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,15.916667,-5,28524.282467,1297092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16,-5,28490.949133,1295592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.083333,-5,28457.6158,1294092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.166667,-5,28424.282467,1292592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.25,-5,28390.949133,1291092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.333333,-5,28357.6158,1289592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.416667,-5,28324.282467,1288092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.5,-5,28290.949133,1286592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.583333,-5,28257.6158,1285092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.666667,-5,28224.282467,1283592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.75,-5,28190.949133,1282092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.833333,-5,28157.6158,1280592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,16.916667,-5,28124.282467,1279092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17,-5,28090.949133,1277592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.083333,-5,28057.6158,1276092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.166667,-5,28024.282467,1274592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.25,-5,27990.949133,1273092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.333333,-5,27957.6158,1271592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.416667,-5,27924.282467,1270092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.5,-5,27890.949133,1268592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.583333,-5,27857.6158,1267092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.666667,-5,27824.282467,1265592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.75,-5,27790.949133,1264092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.833333,-5,27757.6158,1262592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,17.916667,-5,27724.282467,1261092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18,-5,27690.949133,1259592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.083333,-5,27657.6158,1258092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.166667,-5,27624.282467,1256592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.25,-5,27590.949133,1255092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.333333,-5,27557.6158,1253592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.416667,-5,27524.282467,1252092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.5,-5,27490.949133,1250592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.583333,-5,27457.6158,1249092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.666667,-5,27424.282467,1247592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.75,-5,27390.949133,1246092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.833333,-5,27357.6158,1244592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,18.916667,-5,27324.282467,1243092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19,-5,27290.949133,1241592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.083333,-5,27257.6158,1240092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.166667,-5,27224.282467,1238592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.25,-5,27190.949133,1237092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.333333,-5,27157.6158,1235592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.416667,-5,27124.282467,1234092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.5,-5,27090.949133,1232592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.583333,-5,27057.6158,1231092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.666667,-5,27024.282467,1229592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.75,-5,26990.949133,1228092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.833333,-5,26957.6158,1226592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,19.916667,-5,26924.282467,1225092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20,-5,26890.949133,1223592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.083333,-5,26857.6158,1222092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.166667,-5,26824.282467,1220592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.25,-5,26790.949133,1219092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.333333,-5,26757.6158,1217592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.416667,-5,26724.282467,1216092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.5,-5,26690.949133,1214592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.583333,-5,26657.6158,1213092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.666667,-5,26624.282467,1211592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.75,-5,26590.949133,1210092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.833333,-5,26557.6158,1208592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,20.916667,-5,26524.282467,1207092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21,-5,26490.949133,1205592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.083333,-5,26457.6158,1204092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.166667,-5,26424.282467,1202592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.25,-5,26390.949133,1201092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.333333,-5,26357.6158,1199592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.416667,-5,26324.282467,1198092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.5,-5,26290.949133,1196592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.583333,-5,26257.6158,1195092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.666667,-5,26224.282467,1193592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.75,-5,26190.949133,1192092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.833333,-5,26157.6158,1190592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,21.916667,-5,26124.282467,1189092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22,-5,26090.949133,1187592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.083333,-5,26057.6158,1186092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.166667,-5,26024.282467,1184592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.25,-5,25990.949133,1183092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.333333,-5,25957.6158,1181592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.416667,-5,25924.282467,1180092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.5,-5,25890.949133,1178592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.583333,-5,25857.6158,1177092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.666667,-5,25824.282467,1175592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.75,-5,25790.949133,1174092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.833333,-5,25757.6158,1172592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,22.916667,-5,25724.282467,1171092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23,-5,25690.949133,1169592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.083333,-5,25657.6158,1168092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.166667,-5,25624.282467,1166592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.25,-5,25590.949133,1165092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.333333,-5,25557.6158,1163592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.416667,-5,25524.282467,1162092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.5,-5,25490.949133,1160592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.583333,-5,25457.6158,1159092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.666667,-5,25424.282467,1157592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.75,-5,25390.949133,1156092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.833333,-5,25357.6158,1154592.711,0,300,false,,
recovery,synthetic-recovery,kp-80,23.916667,-5,25324.282467,1153092.711,0,300,false,,
recovery,synthetic-recovery,kp-80,24,-5,25290.949133,1151592.711,0,300,false,,
recovery,synthetic-recovery,kp-160,0.083333,-5,33877.24164,773794.461,-0.000683,300,false,,
recovery,synthetic-recovery,kp-160,0.166667,-5,33788.717456,772294.461,-0.000585,300,false,,
recovery,synthetic-recovery,kp-160,0.25,-5,33705.695272,770794.461,-0.000502,300,false,,
recovery,synthetic-recovery,kp-160,0.333333,-5,33626.794213,769294.461,-0.00043,300,false,,
recovery,synthetic-recovery,kp-160,0.416667,-5,33550.979391,767794.461,-0.000369,300,false,,
recovery,synthetic-recovery,kp-160,0.5,-5,33477.475299,766294.461,-0.000316,300,false,,
recovery,synthetic-recovery,kp-160,0.583333,-5,33405.70087,764794.461,-0.000271,300,false,,
recovery,synthetic-recovery,kp-160,0.666667,-5,33335.220786,763294.461,-0.000232,300,false,,
recovery,synthetic-recovery,kp-160,0.75,-5,33265.708976,761794.461,-0.000199,300,false,,
recovery,synthetic-recovery,kp-160,0.833333,-5,33196.921239,760294.461,-0.000171,300,false,,
recovery,synthetic-recovery,kp-160,0.916667,-5,33128.674731,758794.461,-0.000146,300,false,,
recovery,synthetic-recovery,kp-160,1,-5,33060.832578,757294.461,-0.000125,300,false,,
recovery,synthetic-recovery,kp-160,1.083333,-5,32993.29235,755794.461,-0.000107,300,false,,
recovery,synthetic-recovery,kp-160,1.166667,-5,32925.977414,754294.461,-0.000092,300,false,,
recovery,synthetic-recovery,kp-160,1.25,-5,32858.830462,752794.461,-0.000079,300,false,,
recovery,synthetic-recovery,kp-160,1.333333,-5,32791.808653,751294.461,-0.000068,300,false,,
recovery,synthetic-recovery,kp-160,1.416667,-5,32724.879976,749794.461,-0.000058,300,false,,
recovery,synthetic-recovery,kp-160,1.5,-5,32658.020527,748294.461,-0.00005,300,false,,
recovery,synthetic-recovery,kp-160,1.583333,-5,32591.212468,746794.461,-0.000043,300,false,,
recovery,synthetic-recovery,kp-160,1.666667,-5,32524.442493,745294.461,-0.000036,300,false,,
recovery,synthetic-recovery,kp-160,1.75,-5,32457.700693,743794.461,-0.000031,300,false,,
recovery,synthetic-recovery,kp-160,1.833333,-5,32390.979686,742294.461,-0.000027,300,false,,
recovery,synthetic-recovery,kp-160,1.916667,-5,32324.273989,740794.461,-0.000023,300,false,,
recovery,synthetic-recovery,kp-160,2,-5,32257.579526,739294.461,-0.00002,300,false,,
recovery,synthetic-recovery,kp-160,2.083333,-5,32190.893279,737794.461,-0.000017,300,false,,
recovery,synthetic-recovery,kp-160,2.166667,-5,32124.213013,736294.461,-0.000014,300,false,,
recovery,synthetic-recovery,kp-160,2.25,-5,32057.537077,734794.461,-0.000012,300,false,,
recovery,synthetic-recovery,kp-160,2.333333,-5,31990.864256,733294.461,-0.000011,300,false,,
recovery,synthetic-recovery,kp-160,2.416667,-5,31924.193657,731794.461,-0.000009,300,false,,
recovery,synthetic-recovery,kp-160,2.5,-5,31857.524627,730294.461,-0.000008,300,false,,
recovery,synthetic-recovery,kp-160,2.583333,-5,31790.85669,728794.461,-0.000007,300,false,,
recovery,synthetic-recovery,kp-160,2.666667,-5,31724.189501,727294.461,-0.000006,300,false,,
recovery,synthetic-recovery,kp-160,2.75,-5,31657.522812,725794.461,-0.000005,300,false,,
recovery,synthetic-recovery,kp-160,2.833333,-5,31590.856445,724294.461,-0.000004,300,false,,
recovery,synthetic-recovery,kp-160,2.916667,-5,31524.190274,722794.461,-0.000004,300,false,,
recovery,synthetic-recovery,kp-160,3,-5,31457.524211,721294.461,-0.000003,300,false,,
recovery,synthetic-recovery,kp-160,3.083333,-5,31390.858197,719794.461,-0.000003,300,false,,
recovery,synthetic-recovery,kp-160,3.166667,-5,31324.19219,718294.461,-0.000002,300,false,,
recovery,synthetic-recovery,kp-160,3.25,-5,31257.526164,716794.461,-0.000002,300,false,,
recovery,synthetic-recovery,kp-160,3.333333,-5,31190.860104,715294.461,-0.000002,300,false,,
recovery,synthetic-recovery,kp-160,3.416667,-5,31124.194,713794.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,3.5,-5,31057.527847,712294.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,3.583333,-5,30990.861645,710794.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,3.666667,-5,30924.195394,709294.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,3.75,-5,30857.529097,707794.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,3.833333,-5,30790.862758,706294.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,3.916667,-5,30724.196379,704794.461,-0.000001,300,false,,
recovery,synthetic-recovery,kp-160,4,-5,30657.529965,703294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.083333,-5,30590.863519,701794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.166667,-5,30524.197045,700294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.25,-5,30457.530546,698794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.333333,-5,30390.864024,697294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.416667,-5,30324.197483,695794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.5,-5,30257.530926,694294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.583333,-5,30190.864353,692794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.666667,-5,30124.197768,691294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.75,-5,30057.531171,689794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.833333,-5,29990.864565,688294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,4.916667,-5,29924.19795,686794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5,-5,29857.531328,685294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.083333,-5,29790.8647,683794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.166667,-5,29724.198066,682294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.25,-5,29657.531428,680794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.333333,-5,29590.864786,679294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.416667,-5,29524.19814,677794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.5,-5,29457.531491,676294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.583333,-5,29390.86484,674794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.666667,-5,29324.198187,673294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.75,-5,29257.531531,671794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.833333,-5,29190.864874,670294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,5.916667,-5,29124.198216,668794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6,-5,29057.531557,667294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.083333,-5,28990.864896,665794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.166667,-5,28924.198235,664294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.25,-5,28857.531573,662794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.333333,-5,28790.86491,661294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.416667,-5,28724.198247,659794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.5,-5,28657.531583,658294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.583333,-5,28590.864919,656794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.666667,-5,28524.198254,655294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.75,-5,28457.531589,653794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.833333,-5,28390.864924,652294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,6.916667,-5,28324.198259,650794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7,-5,28257.531593,649294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.083333,-5,28190.864927,647794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.166667,-5,28124.198262,646294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.25,-5,28057.531596,644794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.333333,-5,27990.86493,643294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.416667,-5,27924.198264,641794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.5,-5,27857.531597,640294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.583333,-5,27790.864931,638794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.666667,-5,27724.198265,637294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.75,-5,27657.531598,635794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.833333,-5,27590.864932,634294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,7.916667,-5,27524.198265,632794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8,-5,27457.531599,631294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.083333,-5,27390.864932,629794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.166667,-5,27324.198266,628294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.25,-5,27257.531599,626794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.333333,-5,27190.864933,625294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.416667,-5,27124.198266,623794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.5,-5,27057.5316,622294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.583333,-5,26990.864933,620794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.666667,-5,26924.198266,619294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.75,-5,26857.5316,617794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.833333,-5,26790.864933,616294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,8.916667,-5,26724.198266,614794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9,-5,26657.5316,613294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.083333,-5,26590.864933,611794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.166667,-5,26524.198267,610294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.25,-5,26457.5316,608794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.333333,-5,26390.864933,607294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.416667,-5,26324.198267,605794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.5,-5,26257.5316,604294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.583333,-5,26190.864933,602794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.666667,-5,26124.198267,601294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.75,-5,26057.5316,599794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.833333,-5,25990.864933,598294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,9.916667,-5,25924.198267,596794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10,-5,25857.5316,595294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.083333,-5,25790.864933,593794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.166667,-5,25724.198267,592294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.25,-5,25657.5316,590794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.333333,-5,25590.864933,589294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.416667,-5,25524.198267,587794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.5,-5,25457.5316,586294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.583333,-5,25390.864933,584794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.666667,-5,25324.198267,583294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.75,-5,25257.5316,581794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.833333,-5,25190.864933,580294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,10.916667,-5,25124.198267,578794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11,-5,25057.5316,577294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.083333,-5,24990.864933,575794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.166667,-5,24924.198267,574294.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.25,-5,24857.5316,572794.461,0,300,false,,
recovery,synthetic-recovery,kp-160,11.333333,-5,24790.864933,571294.461,0,300,false,,
